budget,revenue,runtime,popularity,vote_average,vote_count,movie_age,original_language_encoded,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
30000000,160638883,133,6.9373,7.4,2734,30.86,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
200000000,141888276,102,5.9287,7.656,6391,5.68,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12000000,29800000,82,5.3001,7.138,3371,44.32,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
130000,27000000,100,6.9513,7.4,1210,52.84,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,330444045,108,5.916,6.684,6159,25.08,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63000000,296938801,94,6.0541,5.999,3268,23.27,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6000000,32443111,94,6.3174,4.626,2417,12.77,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000,34934009,133,6.3819,8.1,2175,7.04,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000000,20121073,98,5.8996,7.6,1028,18.17,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88000000,105300000,118,6.2001,5.841,2838,20.19,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55000000,127906624,104,6.0879,6.629,1822,17.55,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000000,102308889,111,6.2861,7.6,2341,56.11,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
15000000,35509515,114,6.2308,6.879,757,38.22,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20000000,6819587,108,5.7373,6.745,582,18.17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
60000000,39629195,151,6.5497,6.969,3153,3.92,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
50000000,44547681,140,6.1197,7.101,2241,27.27,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
50000000,86234523,114,6.0194,6.927,5216,9.21,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
142000000,431971116,133,6.8534,5.996,3710,22.96,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7000000,25405445,104,6.418,6.924,2998,30.19,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5500000,15700000,105,6.1416,7.336,1255,52.54,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6000000,12966357,144,6.1923,7.799,2815,15.23,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
115000000,286140700,109,5.7517,6.513,9228,12.24,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2600000,164000000,88,6.3404,7.1,6083,85.69,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50000000,38955598,130,7.1408,7.438,2095,22.7,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9900000,158906350,89,5.901,7.015,7732,9.4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
45000000,60730568,92,5.6078,5.964,2670,2.67,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000000,13411957,107,6.5376,7.105,774,20.42,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22000000,19351569,90,6.0542,5.657,569,24.73,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30000000,200512643,135,5.672,7.379,3467,35.67,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5000000,4400000,93,6.4672,6.513,197,2.31,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,129800000,89,6.3654,6.1,2796,28.95,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90000000,137307235,127,5.9338,6.422,3953,3.73,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
46000000,107626125,99,6.0641,6.015,1368,25.39,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12000000,23334156,160,6.425,8.051,1686,40.42,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24000000,84002112,100,5.9163,5.373,1636,26.97,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
120000000,242688965,118,6.1906,5.882,5662,11.76,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79000000,355692760,94,5.8895,6.148,4393,13.79,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000000,347500000,131,6.0381,6.644,6595,20.96,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60000000,163403799,90,6.5698,5.395,3786,17.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6500000,1100000,99,6.3797,7.3,2869,17.39,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50000000,109423648,129,6.6577,7.566,7002,28.14,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4000000,71981823,94,7.005,7.96,10056,29.69,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3600000,49800000,111,6.0728,7.246,1546,30.02,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60000000,104400000,98,5.6277,5.7,2063,23.1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38000000,28121100,106,7.3379,6.551,511,26.65,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3800000,18300000,116,5.2637,8.098,4498,13.39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28000000,16457494,108,5.4013,6.163,2237,9.75,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
15000000,146428180,100,6.2803,6.285,4285,12.79,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35000000,81000000,99,6.4333,5.634,755,23.79,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38000000,252300000,110,6.5334,7.306,5515,14.87,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25000000,55494066,111,6.9044,6.614,650,27.76,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85000000,288670284,159,6.0841,7.482,3696,3.37,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4300000,126700000,96,5.8066,6.989,764,48.44,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,73205065,130,5.7581,7.587,2297,31.86,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000000,24121245,115,6.282,7.135,5203,8.94,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15000000,6669097,118,6.4054,6.384,397,20.48,26,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30000000,131016624,123,6.726,7.6,4494,18.68,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
70000000,240031094,124,6.3987,6.959,6119,35.34,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15100000,1100000,115,6.7535,7.098,1265,22.39,13,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7000000,14665733,83,6.7185,7.448,888,43.38,4,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
15000000,10631333,82,5.8834,7.399,1085,40.68,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35000000,66308758,94,6.284,6.233,2308,7.22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25000000,64437847,98,6.2062,6.896,1269,24.33,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
250000,154323,88,5.4781,4.3,176,38.57,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35000000,108007109,92,6.0598,5.819,4496,9.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000000,7413863,104,6.4239,6.63,2708,16.46,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
100000000,93900000,122,6.9589,6.756,4230,9.92,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6000000,9524340,106,6.179,6.993,800,19.36,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6500000,492000,125,5.5181,6.441,119,3.09,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
18000000,90146510,108,6.5649,6.323,4695,4.29,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5000000,38610009,90,5.731,5.408,628,16.48,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2400000,8300000,146,5.9817,7.95,189,2.23,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2200000,21930418,92,5.7896,5.285,1236,40.62,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49300000,24366656,137,5.8213,8.09,1895,11.95,11,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
55000000,196567262,121,5.7296,7.012,3608,31.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000000,246999039,129,5.9776,6.665,8809,6.8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
7200000,41000000,140,5.7771,7.96,88,2.96,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
30000000,42717215,88,6.5981,7.271,536,4.46,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40000000,169837010,110,6.1206,5.567,3295,10.98,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82000,2000000,69,5.6382,4.8,25,68.01,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000000,69995385,228,5.2482,7.997,3233,62.9,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30000000,287553595,108,6.4193,6.247,5106,24.23,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11000000,46396427,151,6.7322,6.583,260,18.94,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
27000000,38122105,100,5.8782,6.537,2575,37.97,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80000000,367799011,132,6.493,6.987,9913,6.6,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90000000,232617430,158,6.0852,7.377,7317,13.89,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1300000,250000,92,5.9464,7.5,707,51.01,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18000000,20275812,111,6.1753,7.024,1255,11.85,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
150000000,140700000,103,6.1518,5.9,2094,15.73,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75000000,248118121,106,6.0173,7.145,9624,24.95,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10000000,39421467,105,5.8265,5.333,1478,16.18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000,99000,112,7.0686,7.558,682,27.85,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
125000000,409231607,110,5.9723,5.516,7432,8.41,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
25000000,138241022,97,5.4216,7.1,498,37.03,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1250000,21722776,86,5.8613,6.202,1808,44.51,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17700000,30987695,91,6.1799,5.604,762,24.57,4,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
15000000,61418063,99,6.1052,7.102,1650,42.27,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,149200000,107,6.4556,6.297,4840,14.78,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24000000,43455230,91,5.3682,6.459,570,37.38,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,224834564,84,6.2147,6.8,5232,25.36,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17000000,92938755,88,5.7614,5.981,1473,25.9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46000000,113714830,118,5.6432,6.955,5009,23.45,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8500000,11721425,130,6.0055,6.934,53,1.33,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100000000,76016171,156,6.1283,6.966,1671,3.9,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
15000000,21630088,110,5.3181,6.216,632,37.33,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
50000000,110206216,134,6.1553,7.281,5476,14.11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6400000,8836958,100,6.9048,7.805,1760,22.89,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2200000,31500000,125,6.5592,8.157,712,14.12,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000000,173965010,111,5.151,5.856,3418,12.74,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,25792310,100,5.6179,6.637,1707,33.05,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
38000000,41657844,110,6.1277,6.728,2980,7.01,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
31000000,52096475,120,6.2191,7.775,2709,34.92,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200000000,96221061,139,6.3009,6.021,1583,1.76,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135000000,467989645,113,5.8339,6.718,6413,6.95,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34000000,54639553,104,6.3622,6.363,2084,22.89,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000000,11102672,100,5.666,7.2,3179,39.43,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000000,43095175,123,6.5541,7.921,2345,18.83,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68000000,118100000,116,5.251,6.097,1176,28.59,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
5000000,15116634,88,5.6919,5.2,1180,30.1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15000,193355800,86,6.1906,6.031,5245,18.14,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
175000000,174440724,96,5.5911,5.586,4435,18.4,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10000000,9572765,99,6.4095,6.614,2227,3.27,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50000000,106387141,98,6.5973,5.8,1757,16.64,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
2000000,2381087,102,5.23,7.407,2104,30.54,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,56255142,148,5.7614,7.798,9832,18.12,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34000000,31626978,119,6.7018,6.707,2843,6.38,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58000000,100541806,104,6.2211,6.4,7662,8.62,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
3000000,11500000,134,6.4874,6.5,229,75.87,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
32500000,288383523,125,5.8599,6.518,4512,14.48,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000000,96105964,129,6.1603,6.478,1649,21.26,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
70000000,329800000,104,6.4945,7.532,5956,37.37,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
135000000,368871007,94,6.2725,6.793,4114,10.63,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
15000000,26712476,110,5.9738,6.383,384,38.08,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19000000,50023780,136,5.1799,7.151,5075,6.18,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8000000,60400000,110,5.9916,7.21,2433,21.86,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
135000000,245623848,112,5.5937,6.05,3663,9.42,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30000000,27437881,100,5.5753,5.706,1473,12.64,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73800000,5,173,6.2057,7.296,655,2.78,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,110463140,124,5.7914,6.032,1065,28.1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35000000,93251121,109,5.9027,6.305,1894,15.61,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
85000000,340487652,107,6.4222,6.8,5569,17.95,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
40000000,205405498,189,6.2501,7.604,2279,33.87,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
839727,23218000,119,5.6597,8.001,5782,84.55,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36000000,104970953,113,6.5028,5.916,657,1.82,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,53424681,102,6.1338,7.35,5458,38.3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29000000,98769390,102,6.296,6.299,2287,22.15,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30000000,1750000,105,6.2718,6.8,155,9.15,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27000000,231976425,162,6.1661,7.2,2292,28.97,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50000000,273600000,139,5.639,6.973,3505,28.89,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24000000,83188165,88,7.0027,5.407,2311,15.21,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000000,65663276,112,6.9855,7.479,6913,10.55,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2100000,23650000,171,5.9614,7.789,700,78.86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28000000,195300000,128,6.1664,6.544,1957,44.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000000,19551067,94,5.7744,6.324,1592,16.05,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
75000000,190304772,97,6.5309,7.453,2119,6.12,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,22217407,89,6.3918,6.45,2361,18.64,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000000,64828421,112,5.0866,6.835,2464,17.68,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
120000000,221600160,109,5.7758,6.12,4988,8.06,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23000000,192030411,85,5.2422,6.8,2534,34.35,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,44908000,161,6.7006,7.82,2241,68.06,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
20000000,3396345,110,5.1109,7.4,549,11.15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2700000,37799643,118,5.7281,7.021,312,46.06,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21000000,72526996,99,5.8928,6.7,1198,14.61,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53000000,139804348,94,5.7211,7.607,5463,27.95,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50000000,144100000,100,6.1108,5.8,2367,20.37,4,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
40000000,108394089,104,6.8315,6.483,2683,16.74,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000000,34942188,81,6.4429,5.588,977,13.9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,1697993,109,5.6914,6.668,149,1.87,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000000,147934180,88,6.4445,5.815,3583,24.63,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40000000,26620002,146,5.8437,6.341,4025,8.71,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
36150000,136698671,169,6.1575,7.1,291,2.16,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30250000,115101622,105,6.2314,6.512,1129,30.04,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19000000,25800000,108,6.3391,7.029,6214,29.79,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
32500000,88314672,95,4.9212,6.023,2272,2.7,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5500000,42300000,113,6.1548,7.156,1216,57.05,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41000000,242875078,111,6.0086,7.142,7560,22.99,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
109000000,111200000,100,6.7202,7.533,3855,5.71,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
55000000,352800000,114,6.2786,6.704,10260,8.0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5000000,6374,88,5.4395,4.607,492,26.64,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
28000000,134400000,105,5.2544,6.414,2194,12.01,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,10091821,88,7.2092,6.46,984,2.29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000000,123726688,123,5.8992,7.839,10850,10.99,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
100000000,167805466,98,5.736,6.603,3719,15.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4500000,6566916,150,6.6295,7.6,2466,11.61,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30000000,5200000,104,6.0488,5.9,2036,11.97,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10000000,25754284,109,5.4596,6.464,267,40.62,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6000000,10409377,97,6.1535,7.119,3454,25.54,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12000000,12977758,84,5.344,5.928,443,1.18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
65000000,418800000,146,6.1002,6.573,2198,17.48,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10000000,41200020,116,4.7834,6.4,188,30.08,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1601792,253527,96,5.3274,5.833,207,20.47,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69000000,151572634,140,6.3588,6.533,6181,7.72,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20000000,67200000,108,6.5915,6.363,1855,27.62,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45000000,136885767,89,6.8483,5.248,2626,28.56,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35000000,20298207,101,5.4683,6.112,755,22.49,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75000000,224012234,116,6.4396,6.759,4461,28.41,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20000000,306889114,137,6.2598,7.345,4427,47.89,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2600000,15300000,98,6.3055,8.086,4309,30.43,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,118243066,89,6.1737,5.566,1022,31.89,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27000000,56300000,110,5.5313,7.478,4263,19.69,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
23000000,38505009,93,6.3355,6.419,1646,19.21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,20000000,216,6.0708,7.028,268,25.02,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85000000,311312624,122,6.7329,6.723,6616,18.41,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50000000,53431158,89,5.7411,6.146,841,7.77,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19000000,18755936,109,5.6002,6.397,1419,17.05,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000000,9000000,116,6.7138,8.218,1560,67.88,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
19000000,112547,142,6.0439,7.177,724,32.82,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
50000000,234989584,113,6.2799,6.303,4547,13.58,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,46243000,100,5.1901,6.977,916,19.45,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2800000,60922980,111,5.3795,7.404,2265,49.36,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10000000,3649422,115,5.5362,4.911,28,2.77,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1500000,32511655,78,5.7325,7.2,4673,17.95,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
110000000,22549151,135,6.8797,7.681,695,0.91,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
140000000,209073645,107,6.1753,6.819,5137,20.88,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25130430,90747520,159,5.883,7.535,869,10.32,22,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
54000000,320689294,103,5.4207,5.9,3509,28.93,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200000000,321669741,140,5.4332,6.394,4827,15.48,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99000000,246233113,88,5.6394,6.9,1732,10.0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
