original_language,overview,title,budget,revenue,runtime,release_date,popularity,vote_average,vote_count,genres
en,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when tragedy strikes and takes his dreams with it. After high school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. As he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",Charlie St. Cloud,44000000,48200000,99,2010-07-30,5.2013,6.964,2198,"['Drama', 'Romance']"
en,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",Mrs. Doubtfire,25000000,441286195,125,1993-11-24,5.7978,7.195,6372,"['Comedy', 'Drama', 'Family']"
en,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",Freddy's Dead: The Final Nightmare,10000000,34872033,89,1991-09-05,5.4823,5.311,1407,"['Horror', 'Thriller']"
en,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",The Raven,26000000,29657751,111,2012-03-09,5.58,6.299,1384,"['Crime', 'Thriller', 'Mystery']"
en,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",The World Is Not Enough,135000000,361832400,128,1999-11-17,6.0261,6.286,3102,"['Adventure', 'Action', 'Thriller']"
te,"Set in the fictional dystopian city-state of Khansaar, the film follows the friendship between Deva, a tribesman, and Varadha, the prince of Khansaar. When a coup d'état is planned by his father's ministers and his relatives, Varadha enlists Deva's help to become Khansaar's undisputed ruler.",Salaar: Part 1 - Ceasefire,34000000,87229100,175,2023-12-21,5.2384,6.771,96,"['Action', 'Crime', 'Drama']"
en,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",The Siege,70000000,116700000,116,1998-11-06,6.2909,6.304,1408,"['Drama', 'Action', 'Thriller', 'Crime']"
en,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Young Guns,13000000,44700000,107,1988-02-17,5.2205,6.683,977,"['Western', 'Action', 'Adventure']"
en,"After a workplace shooting in New Orleans, a trial against the gun manufacturer pits lawyer Wendell Rohr against shady jury consultant Rankin Fitch, who uses illegal means to stack the jury with people sympathetic to the defense. But when juror Nicholas Easter and his girlfriend Marlee reveal their ability to sway the jury into delivering any verdict they want, a high-stakes cat-and-mouse game begins.",Runaway Jury,60000000,80154140,127,2003-01-16,5.8857,6.925,1440,"['Drama', 'Thriller']"
de,"A girl, Carola, whose vacation in Kenya takes an interesting turn when she becomes infatuated with a Masai. Carola decides to leave her boyfriend to stay with her lover. There, she has to adapt to the Masai's way of life and get used to their food which includes milk mixed with blood. She also has to face her husband's attitude towards women and what he expects from a wife. Nonetheless, Carola is welcomed warmly into the tribe she has chosen to join.",The White Masai,7000000,22632255,131,2005-09-14,5.8448,6.3,63,['Drama']
en,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",Lady Bird,10000000,79000000,94,2017-09-01,5.5896,7.256,8799,"['Drama', 'Comedy']"
en,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Invasion of the Body Snatchers,416911,3000000,80,1956-02-05,5.2934,7.463,1136,"['Science Fiction', 'Horror', 'Thriller']"
en,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Gran Torino,33000000,270000000,116,2008-12-12,5.0029,7.989,11158,['Drama']
en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Inferno,75000000,220021259,121,2016-10-13,5.3662,6.084,6450,"['Mystery', 'Thriller', 'Action']"
en,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",Nine 1/2 Weeks,17000000,6740470,117,1986-02-09,5.9931,6.111,1059,"['Drama', 'Romance']"
en,"In 1927 Hollywood, a silent film star falls for a chorus girl just as he and his paranoid screen partner struggle to make the difficult transition to talking pictures.",Singin' in the Rain,2540800,7200000,103,1952-04-10,6.6809,8.147,3332,"['Comedy', 'Romance']"
en,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",Thelma,5000000,12537071,98,2024-06-21,6.154,6.914,338,"['Action', 'Comedy', 'Adventure', 'Drama']"
en,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",Romancing the Stone,10000000,86572238,106,1984-03-30,5.2287,6.8,1942,"['Romance', 'Comedy', 'Action', 'Adventure']"
en,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Sky High,35000000,86369815,99,2005-07-29,6.0049,6.25,2386,"['Adventure', 'Comedy', 'Family']"
en,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",Happy Feet,100000000,384335608,108,2006-11-16,5.0668,6.213,5291,"['Animation', 'Comedy', 'Family']"
en,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",Before Sunset,2700000,15992615,80,2004-06-16,5.5074,7.81,3597,"['Drama', 'Romance']"
en,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",The Sorcerer's Apprentice,150000000,215300000,109,2010-07-13,5.8423,6.131,5111,"['Fantasy', 'Adventure', 'Action']"
